Date,Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
7/05/2016,Brunswick,2,h,S,Nelson,5.2,3056,2,1,1,181,,1910,Moreland,-37.7742,144.9541,Northern Metropolitan,11918,860000
7/05/2016,Brunswick,3,h,S,Nelson,5.2,3056,3,1,1,324,,1930,Moreland,-37.7653,144.9586,Northern Metropolitan,11918,1055000
7/05/2016,Brunswick,2,u,S,Walshe,5.2,3056,2,1,1,0,61,1975,Moreland,-37.7643,144.9638,Northern Metropolitan,11918,445000
7/05/2016,Brunswick East,3,t,SP,Jellis,4.5,3057,3,2,1,116,124,2007,Moreland,-37.7667,144.9821,Northern Metropolitan,5533,899000
7/05/2016,Brunswick East,4,h,S,Nelson,4.5,3057,4,2,2,822,145,1890,Moreland,-37.7749,144.9762,Northern Metropolitan,5533,1625000
7/05/2016,Brunswick West,3,h,S,hockingstuart,5.9,3055,3,1,0,220,93,1930,Moreland,-37.7659,144.9494,Northern Metropolitan,7082,955000
7/05/2016,Brunswick West,1,u,PI,Walshe,5.9,3055,1,1,1,0,42,2000,Moreland,-37.7586,144.9452,Northern Metropolitan,7082,265000
7/05/2016,Bulleen,3,h,S,Barry,11.8,3105,2,1,2,775,,1965,Manningham,-37.779,145.101,Eastern Metropolitan,4480,1340000
7/05/2016,Bulleen,4,h,S,Ray,11.8,3105,4,2,2,723,159,1970,Manningham,-37.7724,145.1033,Eastern Metropolitan,4480,1225000
7/05/2016,Burwood,4,h,S,Fletchers,11.7,3125,4,3,2,928,229,1996,Whitehorse,-37.842,145.102,Southern Metropolitan,5678,2000000
7/05/2016,Camberwell,4,h,VB,Fletchers,7.8,3124,4,2,4,661,,,Boroondara,-37.8382,145.0904,Southern Metropolitan,8920,2950000
7/05/2016,Camberwell,4,h,VB,Jellis,7.8,3124,3,2,2,600,232,1897,Boroondara,-37.8237,145.0638,Southern Metropolitan,8920,2600000
7/05/2016,Camberwell,3,h,PI,Marshall,7.8,3124,3,2,2,1133,131,1930,Boroondara,-37.8426,145.0943,Southern Metropolitan,8920,2325000
7/05/2016,Canterbury,4,h,S,Jellis,9,3126,4,2,1,653,229,1910,Boroondara,-37.8292,145.0852,Southern Metropolitan,3265,2375000
7/05/2016,Canterbury,5,h,PI,Jellis,9,3126,5,2,2,795,297,1910,Boroondara,-37.8181,145.0668,Southern Metropolitan,3265,2900000
7/05/2016,Canterbury,3,h,VB,Noel,9,3126,3,3,2,468,148,1890,Boroondara,-37.8264,145.0741,Southern Metropolitan,3265,2200000
7/05/2016,Carlton,2,h,PI,hockingstuart,1.8,3053,2,1,1,117,71,1890,Melbourne,-37.793,144.9728,Northern Metropolitan,6786,720000
7/05/2016,Carlton,3,h,S,Nelson,1.8,3053,3,1,0,118,,,Melbourne,-37.8009,144.9729,Northern Metropolitan,6786,1662000
7/05/2016,Carlton,2,u,S,Nelson,1.8,3053,2,1,1,0,72,1994,Melbourne,-37.8009,144.9662,Northern Metropolitan,6786,610250
7/05/2016,Carlton,3,h,SP,Woodards,1.8,3053,2,2,2,100,106,1900,Melbourne,-37.7983,144.9655,Northern Metropolitan,6786,1590000
7/05/2016,Carlton North,3,h,SP,Chambers,3.2,3054,3,1,2,499,164,1910,Yarra,-37.7811,144.9715,Northern Metropolitan,3106,2950000
7/05/2016,Carlton North,4,h,S,Woodards,3.2,3054,3,1,0,418,163,1920,Yarra,-37.7808,144.9736,Northern Metropolitan,3106,2175000
7/05/2016,Carnegie,1,u,VB,Gary,11.4,3163,1,1,1,0,,1968,Glen Eira,-37.8983,145.0627,Southern Metropolitan,7822,260000
7/05/2016,Carnegie,3,h,S,hockingstuart,11.4,3163,2,1,2,461,,,Glen Eira,-37.8988,145.0516,Southern Metropolitan,7822,1170000
7/05/2016,Carnegie,3,h,S,Woodards,11.4,3163,4,2,2,751,40,1923,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822,1600000
7/05/2016,Caulfield North,3,h,PI,Jellis,8.1,3161,4,2,3,361,237,2014,Glen Eira,-37.8694,145.0296,Southern Metropolitan,6923,2005000
7/05/2016,Caulfield South,3,h,S,Gary,9.3,3162,3,2,2,296,,1910,Glen Eira,-37.8906,145.0224,Southern Metropolitan,5051,1470000
7/05/2016,Caulfield South,2,h,S,Gary,9.3,3162,2,1,1,0,,,Glen Eira,-37.9002,145.027,Southern Metropolitan,5051,1012000
7/05/2016,Coburg,3,t,PI,Brace,7.8,3058,3,2,2,0,168,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204,550000
7/05/2016,Coburg,3,h,VB,Nelson,7.8,3058,3,1,1,576,,,Moreland,-37.7432,144.9474,Northern Metropolitan,11204,1100000
7/05/2016,Coburg North,3,h,S,Nelson,9.2,3058,3,1,2,626,108,1950,Moreland,-37.7201,144.9696,Northern Metropolitan,3445,700000
7/05/2016,Doncaster,4,h,PI,Barry,13.9,3108,4,2,2,317,194,1995,Manningham,-37.7815,145.1279,Eastern Metropolitan,9028,1050000
7/05/2016,Doncaster,4,h,S,hockingstuart,13.9,3108,3,2,2,925,218,1960,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028,1868000
7/05/2016,Doncaster,3,h,PI,Ray,13.9,3108,4,3,3,655,,,Manningham,-37.7798,145.1319,Eastern Metropolitan,9028,920000
7/05/2016,Elsternwick,4,h,SP,Biggin,8.5,3185,4,1,1,489,150,1910,Glen Eira,-37.8916,145.0123,Southern Metropolitan,4898,1400000
7/05/2016,Elsternwick,3,h,S,Gary,8.5,3185,3,2,1,391,173,1905,Glen Eira,-37.8885,145.0133,Southern Metropolitan,4898,1755000
7/05/2016,Elwood,1,u,S,Chisholm,7.7,3184,1,1,1,0,50,1965,Port Phillip,-37.8785,144.9885,Southern Metropolitan,8989,357000
7/05/2016,Elwood,2,u,PI,Marshall,7.7,3184,2,1,1,0,,,Port Phillip,-37.8818,144.9918,Southern Metropolitan,8989,685000
7/05/2016,Essendon,2,h,SP,Barry,8,3040,2,1,1,646,100,1950,Moonee Valley,-37.7502,144.8923,Western Metropolitan,9264,1130000
7/05/2016,Essendon,3,h,S,Nelson,8,3040,3,1,1,754,,,Moonee Valley,-37.7528,144.8967,Western Metropolitan,9264,1365000
7/05/2016,Essendon West,3,h,S,Brad,9.8,3040,3,1,1,64,,,Moonee Valley,-37.7494,144.8848,Western Metropolitan,588,1245000
7/05/2016,Fairfield,2,h,S,Jellis,5.8,3078,2,1,2,537,92,1950,Darebin,-37.7689,145.0177,Northern Metropolitan,2970,1220000
7/05/2016,Fairfield,4,h,PI,Nelson,5.8,3078,4,2,1,381,145,1890,Darebin,-37.7735,145.0192,Northern Metropolitan,2970,1160000
7/05/2016,Fawkner,3,h,SP,Alexkarbon,12.4,3060,4,2,2,620,,,Moreland,-37.7034,144.9663,Northern Metropolitan,5070,662000
7/05/2016,Fawkner,3,h,S,Ray,12.4,3060,3,1,2,650,112,1950,Moreland,-37.7076,144.9753,Northern Metropolitan,5070,615000
7/05/2016,Fitzroy,2,u,S,Nelson,1.6,3065,2,1,1,0,,,Yarra,-37.7988,144.9772,Northern Metropolitan,5825,692000
7/05/2016,Footscray,2,h,SP,Jas,6.4,3011,2,1,0,215,98,1910,Maribyrnong,-37.7922,144.891,Western Metropolitan,7570,752000
7/05/2016,Footscray,1,u,PI,Sweeney,6.4,3011,1,1,1,665,46,1970,Maribyrnong,-37.7978,144.8918,Western Metropolitan,7570,291000
7/05/2016,Footscray,2,h,S,Sweeney,6.4,3011,2,1,1,0,,1968,Maribyrnong,-37.7906,144.8856,Western Metropolitan,7570,375000
7/05/2016,Glen Iris,3,h,VB,Fletchers,9.2,3146,3,2,1,704,134,1940,Boroondara,-37.852,145.0942,Southern Metropolitan,10412,1600000
7/05/2016,Glen Iris,2,u,SP,Jellis,9.2,3146,2,1,1,0,63,1968,Stonnington,-37.8567,145.0435,Southern Metropolitan,10412,550000
7/05/2016,Glen Iris,3,h,S,Jellis,9.2,3146,4,2,2,745,157,1920,Boroondara,-37.8501,145.059,Southern Metropolitan,10412,2115000
7/05/2016,Glen Iris,3,h,S,Jellis,9.2,3146,3,2,2,625,188,1951,Boroondara,-37.8602,145.0925,Southern Metropolitan,10412,1700000
7/05/2016,Glen Iris,3,h,S,Jellis,9.2,3146,3,2,2,652,,,Boroondara,-37.8556,145.068,Southern Metropolitan,10412,1750000
7/05/2016,Glen Iris,4,h,S,Kay,9.2,3146,4,2,2,859,,,Stonnington,-37.8625,145.044,Southern Metropolitan,10412,3500000
7/05/2016,Glen Iris,3,h,VB,Marshall,9.2,3146,3,2,2,904,,,Boroondara,-37.856,145.0705,Southern Metropolitan,10412,2100000
7/05/2016,Glenroy,2,h,VB,Nelson,13,3046,2,1,1,164,114,2010,Moreland,-37.7082,144.9178,Northern Metropolitan,8870,540000
7/05/2016,Gowanbrae,3,t,S,Nelson,13.6,3043,3,2,2,178,138,2000,Moreland,-37.7087,144.8962,Western Metropolitan,1071,468000
7/05/2016,Hampton,3,h,S,hockingstuart,13.7,3188,4,2,3,373,113,1984,Bayside,-37.9395,145.0088,Southern Metropolitan,5454,1120000
7/05/2016,Hampton,2,t,S,Hodges,13.7,3188,1,2,2,181,,,Bayside,-37.9433,145.019,Southern Metropolitan,5454,890000
7/05/2016,Hawthorn,2,u,S,Marshall,4.6,3122,2,1,2,0,88,1960,Boroondara,-37.8186,145.017,Southern Metropolitan,11308,753000
7/05/2016,Hawthorn,3,h,S,Marshall,4.6,3122,3,1,0,218,108,1890,Boroondara,-37.8214,145.0437,Southern Metropolitan,11308,1420000
7/05/2016,Hawthorn,1,u,PI,RT,4.6,3122,1,1,1,0,52,1970,Boroondara,-37.8177,145.0424,Southern Metropolitan,11308,330000
7/05/2016,Hawthorn East,3,h,PI,hockingstuart,7.5,3123,3,2,2,466,176,1915,Boroondara,-37.8305,145.0475,Southern Metropolitan,6482,1450000
7/05/2016,Hawthorn East,3,h,S,Jellis,7.5,3123,3,3,4,459,,,Boroondara,-37.8205,145.0585,Southern Metropolitan,6482,1615000
7/05/2016,Hawthorn East,3,h,VB,Marshall,7.5,3123,3,2,2,200,,,Boroondara,-37.8396,145.0514,Southern Metropolitan,6482,1600000
7/05/2016,Heidelberg West,2,t,VB,Miles,9.4,3081,2,1,1,100,90,2013,Banyule,-37.7383,145.036,Eastern Metropolitan,2674,370000
7/05/2016,Hughesdale,3,t,S,Ray,13,3166,3,2,1,206,118,2002,Monash,-37.8966,145.0863,Southern Metropolitan,3145,828000
7/05/2016,Ivanhoe,2,u,S,Miles,7.9,3079,2,1,1,0,,1960,Banyule,-37.7669,145.0505,Eastern Metropolitan,5549,490000
7/05/2016,Ivanhoe,2,u,S,Miles,7.9,3079,2,1,1,648,91,1965,Banyule,-37.7702,145.0493,Eastern Metropolitan,5549,739000
7/05/2016,Ivanhoe,3,h,S,Miles,7.9,3079,2,1,1,571,,,Banyule,-37.7614,145.0433,Eastern Metropolitan,5549,1340000
7/05/2016,Ivanhoe East,3,h,S,Miles,9,3079,3,2,2,1232,,,Banyule,-37.7767,145.0592,Eastern Metropolitan,1554,2150000
7/05/2016,Jacana,3,h,PI,Barry,14.5,3047,3,1,2,600,110,1950,Hume,-37.6866,144.9086,Northern Metropolitan,851,350000
7/05/2016,Kealba,3,h,SP,Brad,15,3021,3,1,0,543,,,Brimbank,-37.7367,144.824,Western Metropolitan,1202,365000
7/05/2016,Keilor East,3,h,S,Nelson,12.8,3033,3,2,3,672,132,1980,Moonee Valley,-37.7465,144.876,Western Metropolitan,5629,772000
7/05/2016,Keilor East,3,h,SP,Nelson,12.8,3033,3,2,2,3977,113,2013,Moonee Valley,-37.747,144.8663,Western Metropolitan,5629,650000
7/05/2016,Kensington,3,h,S,Edward,4.2,3031,3,1,1,284,113,1900,Melbourne,-37.7938,144.9228,Northern Metropolitan,5263,1271000
7/05/2016,Kensington,3,h,PI,Edward,4.2,3031,3,1,0,234,104,1900,Melbourne,-37.7923,144.9332,Northern Metropolitan,5263,1010000
7/05/2016,Kensington,3,h,S,Jellis,4.2,3031,3,1,1,235,,,Melbourne,-37.7925,144.9323,Northern Metropolitan,5263,961000
7/05/2016,Kensington,2,t,S,Rendina,4.2,3031,2,1,1,325,112,2002,Melbourne,-37.7976,144.9213,Northern Metropolitan,5263,750000
7/05/2016,Kensington,4,h,S,Rendina,4.2,3031,4,2,2,279,,,Melbourne,-37.797,144.9303,Northern Metropolitan,5263,1675000
7/05/2016,Kew,4,h,S,Marshall,5.6,3101,4,1,2,735,,,Boroondara,-37.8028,145.0534,Southern Metropolitan,10331,2200000
7/05/2016,Kew East,2,u,S,Nelson,7.5,3102,2,1,1,0,83,1960,Boroondara,-37.7969,145.0511,Southern Metropolitan,2671,605000
7/05/2016,Kingsville,2,h,S,Jas,7.8,3012,2,1,1,224,89,1915,Maribyrnong,-37.8083,144.8841,Western Metropolitan,1808,677500
7/05/2016,Malvern,3,h,VB,Jellis,7.4,3144,3,2,2,396,105,1910,Stonnington,-37.8562,145.0373,Southern Metropolitan,4675,2025000
7/05/2016,Malvern,3,h,S,Jellis,7.4,3144,2,1,1,325,,,Stonnington,-37.8636,145.0301,Southern Metropolitan,4675,1950000
7/05/2016,Malvern,2,u,S,Noel,7.4,3144,2,1,2,0,,1970,Stonnington,-37.854,145.041,Southern Metropolitan,4675,569000
7/05/2016,Malvern East,3,t,S,Jellis,11.2,3145,3,2,1,216,135,1994,Stonnington,-37.866,145.0549,Southern Metropolitan,8801,1253000
7/05/2016,Maribyrnong,3,t,SP,Biggin,8.7,3032,3,2,2,77,138,2000,Maribyrnong,-37.7743,144.8797,Western Metropolitan,4918,550000
7/05/2016,Maribyrnong,2,u,SP,Biggin,8.7,3032,2,1,2,5661,103,1940,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918,420000
7/05/2016,Maribyrnong,4,h,SP,Biggin,8.7,3032,4,2,1,516,,,Maribyrnong,-37.7839,144.8853,Western Metropolitan,4918,940000
7/05/2016,Maribyrnong,3,h,S,Nelson,8.7,3032,3,1,4,762,142,1950,Maribyrnong,-37.7707,144.8924,Western Metropolitan,4918,1105000
7/05/2016,Maribyrnong,2,h,S,Raine,8.7,3032,2,1,1,904,53,1985,Maribyrnong,-37.7679,144.8935,Western Metropolitan,4918,399000
7/05/2016,Melbourne,2,u,S,HAR,2.8,3000,2,1,1,0,84,2001,Melbourne,-37.808,144.9617,Northern Metropolitan,17496,535000
7/05/2016,Moonee Ponds,4,h,S,Nelson,6.9,3039,3,3,2,384,178,1920,Moonee Valley,-37.7617,144.9272,Western Metropolitan,6232,1445000
7/05/2016,Moorabbin,3,t,PI,Buxton,14.6,3189,3,2,1,164,123,2010,Kingston,-37.9378,145.0385,Southern Metropolitan,2555,750000
7/05/2016,Murrumbeena,2,u,S,Buxton,12.1,3163,2,1,2,275,94,1975,Glen Eira,-37.8936,145.0725,Southern Metropolitan,4442,680000
7/05/2016,Murrumbeena,3,h,PI,hockingstuart,12.1,3163,3,1,2,595,130,1957,Glen Eira,-37.9027,145.0684,Southern Metropolitan,4442,1060000
7/05/2016,Murrumbeena,3,u,S,Woodards,12.1,3163,3,2,1,277,109,1975,Glen Eira,-37.8936,145.0709,Southern Metropolitan,4442,975000
7/05/2016,Newport,3,h,PI,Greg,8.4,3015,3,2,3,2522,195,2006,Hobsons Bay,-37.8462,144.8944,Western Metropolitan,5498,1400000
7/05/2016,Newport,3,h,S,Sweeney,8.4,3015,3,1,1,557,111,1950,Hobsons Bay,-37.834,144.8668,Western Metropolitan,5498,880000
7/05/2016,Newport,4,h,PI,Village,8.4,3015,4,1,3,757,159,1960,Hobsons Bay,-37.8411,144.889,Western Metropolitan,5498,1260000
7/05/2016,Newport,1,u,S,Williams,8.4,3015,1,1,1,0,50,2005,Hobsons Bay,-37.8413,144.8741,Western Metropolitan,5498,335000
7/05/2016,Niddrie,3,t,S,Frank,11.2,3042,3,2,1,313,145,2011,Moonee Valley,-37.7335,144.8788,Western Metropolitan,2291,770000
7/05/2016,Niddrie,3,h,S,Nelson,11.2,3042,3,2,2,347,,,Moonee Valley,-37.7413,144.8871,Western Metropolitan,2291,895500
7/05/2016,North Melbourne,2,u,S,Nelson,2.3,3051,2,1,1,0,,,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821,645000
7/05/2016,Northcote,2,u,SP,hockingstuart,5.5,3070,2,1,1,1882,,,Darebin,-37.768,144.9895,Northern Metropolitan,11364,418000
7/05/2016,Northcote,4,h,PI,hockingstuart,5.5,3070,4,2,1,415,218,1900,Darebin,-37.7807,144.9948,Northern Metropolitan,11364,1700000
7/05/2016,Northcote,3,h,PI,Nelson,5.5,3070,3,1,1,213,,,Darebin,-37.766,145.0039,Northern Metropolitan,11364,860000
7/05/2016,Northcote,2,t,VB,Nelson,5.5,3070,2,2,2,55,100,2013,Darebin,-37.7627,144.9898,Northern Metropolitan,11364,650000
7/05/2016,Oak Park,4,h,PI,Brad,11.5,3046,4,2,2,616,,1950,Moreland,-37.7134,144.9096,Northern Metropolitan,2651,830000
7/05/2016,Oakleigh,2,u,PI,Woodards,14,3166,2,1,1,0,87,2004,Monash,-37.8991,145.0939,Southern Metropolitan,3224,400000
7/05/2016,Oakleigh South,4,h,PI,Woodards,14.7,3167,4,2,2,214,189,2010,Kingston,-37.9244,145.0883,South-Eastern Metropolitan,3692,651000
7/05/2016,Pascoe Vale,2,u,SP,Brad,9.9,3044,3,1,2,205,,,Moreland,-37.7317,144.9313,Northern Metropolitan,7485,495000
7/05/2016,Pascoe Vale,3,h,SP,Brad,9.9,3044,3,1,1,821,106,1974,Moreland,-37.7153,144.9418,Northern Metropolitan,7485,738000
7/05/2016,Pascoe Vale,2,h,S,D'Aprano,9.9,3044,2,1,1,111,67,1987,Moreland,-37.7152,144.9349,Northern Metropolitan,7485,386000
7/05/2016,Pascoe Vale,2,u,S,hockingstuart,9.9,3044,2,1,1,159,87,1990,Moreland,-37.7291,144.9446,Northern Metropolitan,7485,452000
7/05/2016,Pascoe Vale,2,h,S,hockingstuart,9.9,3044,2,1,1,253,,2000,Moreland,-37.7286,144.9249,Northern Metropolitan,7485,601500
7/05/2016,Pascoe Vale,3,h,S,Raine,9.9,3044,3,1,1,192,121,2005,Moreland,-37.7177,144.9321,Northern Metropolitan,7485,522500
7/05/2016,Port Melbourne,3,h,S,Biggin,3.8,3207,3,2,1,215,,1990,Port Phillip,-37.8393,144.9336,Southern Metropolitan,8648,1421000
7/05/2016,Port Melbourne,2,u,S,Buxton,3.8,3207,2,1,1,0,,,Port Phillip,-37.8434,144.9435,Southern Metropolitan,8648,720000
7/05/2016,Port Melbourne,2,u,SP,Cayzer,3.8,3207,2,2,1,0,110,2006,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648,1100000
7/05/2016,Port Melbourne,2,h,S,Marshall,3.8,3207,2,2,1,115,115,2015,Melbourne,-37.8351,144.9441,Southern Metropolitan,8648,1275000
7/05/2016,Port Melbourne,2,h,VB,Marshall,3.8,3207,2,1,1,90,106,2007,Melbourne,-37.8357,144.9376,Southern Metropolitan,8648,1000000
7/05/2016,Port Melbourne,2,u,SP,RT,3.8,3207,2,2,2,2166,,,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648,845000
7/05/2016,Prahran,2,h,S,Beller,4.5,3181,2,1,0,288,160,1900,Stonnington,-37.8512,145.0053,Southern Metropolitan,7717,1303000
7/05/2016,Prahran,2,h,S,Marshall,4.5,3181,2,1,0,141,72,1900,Stonnington,-37.852,145.0061,Southern Metropolitan,7717,1182500
7/05/2016,Prahran,2,u,S,Williams,4.5,3181,2,1,1,727,,,Stonnington,-37.8503,144.9855,Southern Metropolitan,7717,830000
7/05/2016,Preston,2,h,S,Barry,8.8,3072,2,1,1,356,102,1940,Darebin,-37.7384,145.0058,Northern Metropolitan,14577,850000
7/05/2016,Preston,3,h,S,Barry,8.8,3072,4,1,2,591,,,Darebin,-37.7333,145.0353,Northern Metropolitan,14577,560000
7/05/2016,Preston,2,h,PI,Brace,8.8,3072,2,1,1,360,360,,Darebin,-37.7485,145.0025,Northern Metropolitan,14577,650000
7/05/2016,Reservoir,2,h,PI,Barry,11.2,3073,2,1,1,360,83,1960,Darebin,-37.7273,145.0254,Northern Metropolitan,21650,365000
7/05/2016,Reservoir,2,u,S,Barry,11.2,3073,2,1,1,171,94,2009,Darebin,-37.711,145.0027,Northern Metropolitan,21650,405000
7/05/2016,Reservoir,3,h,PI,Barry,11.2,3073,3,2,1,267,186,2003,Darebin,-37.7132,145.0075,Northern Metropolitan,21650,625000
7/05/2016,Reservoir,1,h,PI,hockingstuart,11.2,3073,1,1,1,141,80,2000,Darebin,-37.7025,144.9887,Northern Metropolitan,21650,260000
7/05/2016,Reservoir,3,t,S,Nelson,11.2,3073,3,2,1,158,117,2011,Darebin,-37.7293,145.0216,Northern Metropolitan,21650,620500
7/05/2016,Reservoir,3,h,S,Nelson,11.2,3073,2,1,1,546,,,Darebin,-37.721,144.9967,Northern Metropolitan,21650,730000
7/05/2016,Reservoir,3,h,S,Nelson,11.2,3073,3,1,4,503,,,Darebin,-37.7226,144.9953,Northern Metropolitan,21650,665000
7/05/2016,Reservoir,2,u,S,Ray,11.2,3073,2,1,1,129,,,Darebin,-37.7099,145.0131,Northern Metropolitan,21650,357500
7/05/2016,Richmond,2,h,S,Biggin,2.6,3121,2,2,1,220,131,1920,Yarra,-37.8284,144.9989,Northern Metropolitan,14949,1506000
7/05/2016,Richmond,3,h,S,Biggin,2.6,3121,3,1,3,283,,,Yarra,-37.8127,145.0073,Northern Metropolitan,14949,1090000
7/05/2016,Richmond,1,u,PI,McGrath,2.6,3121,1,1,1,7455,53,2005,Yarra,-37.822,145.0104,Northern Metropolitan,14949,405000
7/05/2016,Richmond,3,h,PI,Peter,2.6,3121,3,1,2,332,116,1940,Yarra,-37.8131,145.005,Northern Metropolitan,14949,1350000
7/05/2016,Ripponlea,2,u,S,Gary,7.4,3185,2,1,1,722,,1970,Port Phillip,-37.8794,144.9947,Southern Metropolitan,821,605000
7/05/2016,Rosanna,4,h,PI,Fletchers,11.4,3084,4,2,2,843,181,1940,Banyule,-37.7348,145.0656,Eastern Metropolitan,3540,1020000
7/05/2016,Rosanna,3,u,VB,Miles,11.4,3084,3,1,1,213,112,2000,Banyule,-37.7386,145.0733,Eastern Metropolitan,3540,560000
7/05/2016,Rosanna,3,h,SP,Miles,11.4,3084,3,1,2,1016,205,1950,Banyule,-37.7299,145.0656,Eastern Metropolitan,3540,1050000
7/05/2016,South Melbourne,2,h,S,Greg,2.1,3205,2,1,0,113,,,Port Phillip,-37.8373,144.9493,Southern Metropolitan,5943,1150000
7/05/2016,South Melbourne,4,h,PI,Marshall,2.1,3205,5,3,0,190,232,1856,Port Phillip,-37.8377,144.9653,Southern Metropolitan,5943,2260000
7/05/2016,South Melbourne,3,h,SP,Marshall,2.1,3205,3,2,0,171,126,1890,Port Phillip,-37.8391,144.9501,Southern Metropolitan,5943,1595000
7/05/2016,South Yarra,1,u,S,Castran,3.3,3141,1,1,1,0,45,1970,Stonnington,-37.8414,144.991,Southern Metropolitan,14887,409000
7/05/2016,South Yarra,2,u,SP,hockingstuart,3.3,3141,2,1,1,0,75,1970,Stonnington,-37.8426,144.993,Southern Metropolitan,14887,623500
7/05/2016,South Yarra,1,u,SP,Marshall,3.3,3141,1,1,1,0,,,Stonnington,-37.8423,144.997,Southern Metropolitan,14887,370000
7/05/2016,Southbank,2,u,S,Cayzer,1.2,3006,2,1,1,0,,1995,Melbourne,-37.828,144.9683,Southern Metropolitan,8400,623000
7/05/2016,Southbank,4,u,S,Ray,1.2,3006,4,3,1,0,172,1995,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400,990000
7/05/2016,Southbank,2,u,S,Ray,1.2,3006,2,2,1,0,100,2000,Melbourne,-37.8227,144.9664,Southern Metropolitan,8400,592500
7/05/2016,Spotswood,2,h,S,Jas,7.7,3015,2,1,2,562,116,1950,Hobsons Bay,-37.8333,144.8868,Western Metropolitan,1223,832500
7/05/2016,St Kilda,1,u,VB,Gary,6.1,3182,1,1,1,0,53,1998,Port Phillip,-37.8605,144.9769,Southern Metropolitan,13240,400000
7/05/2016,St Kilda,3,u,S,hockingstuart,6.1,3182,3,1,2,7170,,,Port Phillip,-37.861,144.9915,Southern Metropolitan,13240,610000
7/05/2016,St Kilda,1,u,SP,McGrath,6.1,3182,1,1,1,0,,,Port Phillip,-37.8571,144.987,Southern Metropolitan,13240,450000
7/05/2016,Strathmore,4,h,S,Brad,9.7,3041,3,1,1,649,,1950,Moonee Valley,-37.7367,144.9204,Western Metropolitan,3284,1265000
7/05/2016,Strathmore,3,h,S,Considine,9.7,3041,3,2,1,654,180,1950,Moonee Valley,-37.7369,144.9251,Western Metropolitan,3284,1025000
7/05/2016,Strathmore,3,h,S,Paul,9.7,3041,3,1,1,694,158,1950,Moonee Valley,-37.7411,144.9262,Western Metropolitan,3284,1430000
7/05/2016,Sunshine,5,h,PI,Barry,12.6,3020,4,2,2,690,,,Brimbank,-37.7933,144.8408,Western Metropolitan,3755,895000
7/05/2016,Sunshine,3,h,S,Barry,12.6,3020,3,1,1,513,116,1955,Brimbank,-37.7796,144.8372,Western Metropolitan,3755,657500
7/05/2016,Sunshine,4,h,S,Sweeney,12.6,3020,4,2,2,803,309,2002,Brimbank,-37.7932,144.8434,Western Metropolitan,3755,1030000
7/05/2016,Sunshine North,2,h,S,Barry,13.3,3020,2,1,1,615,106,1970,Brimbank,-37.7683,144.8316,Western Metropolitan,4217,560000
7/05/2016,Sunshine North,3,h,S,Douglas,13.3,3020,3,1,2,575,,,Brimbank,-37.7748,144.833,Western Metropolitan,4217,607000
7/05/2016,Sunshine North,3,h,S,Douglas,13.3,3020,3,1,3,634,,,Brimbank,-37.7667,144.8445,Western Metropolitan,4217,600000
7/05/2016,Sunshine West,3,h,SP,Jas,13.5,3020,3,1,4,656,,1970,Brimbank,-37.7939,144.8091,Western Metropolitan,6763,581000
7/05/2016,Surrey Hills,3,u,S,Barry,11.2,3127,3,1,2,195,,,Whitehorse,-37.8287,145.1022,Southern Metropolitan,5457,736000
7/05/2016,Surrey Hills,4,h,S,Jellis,11.2,3127,4,2,2,734,272,1920,Boroondara,-37.8286,145.092,Southern Metropolitan,5457,2200000
7/05/2016,Templestowe Lower,4,h,SP,Jellis,13.8,3107,4,2,2,420,255,2013,Manningham,-37.767,145.119,Eastern Metropolitan,5420,1500000
7/05/2016,Thornbury,2,h,S,Nelson,6.5,3071,2,1,1,372,110,1950,Darebin,-37.7631,145.0091,Northern Metropolitan,8870,940000
7/05/2016,Toorak,1,u,PI,Williams,4.6,3142,1,1,1,0,38,1958,Stonnington,-37.8369,145.0077,Southern Metropolitan,7217,349000
7/05/2016,Viewbank,4,h,S,Miles,13.8,3084,4,2,1,659,189,,Banyule,-37.7373,145.0847,Eastern Metropolitan,2698,1102500
7/05/2016,West Footscray,6,u,SP,Sweeney,8.2,3012,4,2,1,0,171,1970,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058,520000
7/05/2016,West Melbourne,3,u,PI,hockingstuart,1.9,3003,3,2,1,0,100,1998,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230,660000
7/05/2016,West Melbourne,1,u,S,Nelson,1.9,3003,1,1,1,0,207,1930,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,550000
7/05/2016,Williamstown,3,h,S,Greg,8,3016,3,1,2,373,107,1970,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380,1460000
